NPI/sample-2023_06_30/11-npi-test-A2.mp3	1	0
UJOP/CCE-A1_2024_06_11/A1ML_221219_05_anonym_audio.mp3	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_230414_10_anonym_audio.mp3	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_231123_08_anonym_audio.mp3	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_231124_04_anonym_audio.mp3	0	-1
UJOP/CCE-A2_2024_01_26/A2ML_220919_02_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_221205_04_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_221205_09_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_221205_14_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230724_19_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230724_24_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230724_29_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230911_34_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230911_40_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_04_24/A2ML_231215_47_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_04_24/A2ML_231215_54_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_04_24/A2ML_231215_65_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_04_24/A2ML_240124_72_02_anonym_audio.mp3	1	0
UJOP/CCE-A2_2024_04_24/A2ML_240221_84_anonym_audio.mp3	1	0
UJOP/CCE-B1_2024_05_21/B1ML_230221_10_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230424_001_01_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230424_009_01_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230424_015_01_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240109_10_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240109_20_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240109_30_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240115_08_anonym_audio.mp3	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240115_21_anonym_audio.mp3	1	1
UJOP/CCE-B2_2024_09_23/B2ML_220511_02_anonym_audio.mp3	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230511_001_anonym_audio.mp3	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230511_011_anonym_audio.mp3	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230512_004_02_anonym_audio.mp3	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230512_015_anonym_audio.mp3	1	2
UJOP/sample-2023_02_28/04-npi-test-B1.mp3	1	1
