A1ML_221219_02_02_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_230414_06_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231123_04_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231123_14_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231124_13_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A2ML_221205_02_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_07_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_12_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_17_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_22_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_27_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230911_32_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230911_38_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_231215_44_01_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_231215_51_02_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_231215_61_02_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_240119_70_01_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_240221_80_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
PHA20241109006_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109017_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109030_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109040_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109051_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109061_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109073_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109083_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
B1ML_230221_06_anonym_video	UJOP/CCE-B1_2024_05_21	B1
B1ML_230310_03_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_05_02_anonym_audio_video	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_12_01_anonym_audio_video	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_06_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_16_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_26_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_03_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_15_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_29_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B2ML_220511_07_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_07_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_11_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_240229_03_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_10_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
