A1ML_221219_05_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_230414_10_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231123_08_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231124_04_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A2ML_220919_03_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_05_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_10_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_15_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_20_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_25_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_30_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230911_37_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230911_42_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_231215_50_02_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_231215_59_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_231215_68_02_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_240221_78_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
PHA20241109004_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109015_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109026_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109038_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109048_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109059_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109070_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109081_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
B1ML_230221_04_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_230310_01_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_04_anonym_audio_video	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_11_01_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_01_anonym_audio_video	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_15_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_25_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_02_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_14_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_28_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B2ML_220511_07_02_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_08_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_09_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_240229_04_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_11_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
