A1ML_221219_03_02_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_230414_08_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231123_06_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A1ML_231124_02_anonym_audio	UJOP/CCE-A1_2024_06_11	A1
A2ML_221205_04_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_09_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_221205_14_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_19_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_24_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230724_29_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230911_34_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_230911_41_02_anonym_audio	UJOP/CCE-A2_2024_01_26	A2
A2ML_231215_49_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_231215_56_02_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_231215_67_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
A2ML_240221_74_anonym_audio	UJOP/CCE-A2_2024_04_24	A2
PHA20241109002_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109013_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109024_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109036_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109046_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109057_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109067_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
PHA20241109079_anonym_audio	UJOP/CCE-A2_older_2025_02_17	A2_older
B1ML_230221_02_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_230221_12_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_02_anonym_audio_video	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_10_01_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_230424_17_01_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_13_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_23_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240109_33_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_12_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B1ML_240115_26_anonym_audio	UJOP/CCE-B1_2024_05_21	B1
B2ML_220511_05_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230511_07_01_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_230512_06_anonym_audio	UJOP/CCE-B2_2024_09_23	B2
B2ML_240229_03_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
B2ML_240229_10_02_anonym_audio	UJOP/CCE-B2_2025_02_10	B2
