NPI/sample-2023_06_30/14-npi-test-uA2	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_230414_03_anonym_audio	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_230414_13_anonym_audio	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_231123_11_anonym_audio	0	-1
UJOP/CCE-A1_2024_06_11/A1ML_231124_08_anonym_audio	0	-1
UJOP/CCE-A2_2024_01_26/A2ML_221205_01_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_221205_06_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_221205_11_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_221205_16_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230724_21_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230724_26_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230911_31_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230911_37_01_anonym_audio	1	0
UJOP/CCE-A2_2024_01_26/A2ML_230911_42_01_anonym_audio	1	0
UJOP/CCE-A2_2024_04_24/A2ML_231215_50_01_anonym_audio	1	0
UJOP/CCE-A2_2024_04_24/A2ML_231215_57_anonym_audio	1	0
UJOP/CCE-A2_2024_04_24/A2ML_231215_68_01_anonym_audio	1	0
UJOP/CCE-A2_2024_04_24/A2ML_240221_77_anonym_audio	1	0
UJOP/CCE-B1_2024_05_21/B1ML_230221_03_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230221_13_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230424_003_anonym_audio_video	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230424_010_02_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_230424_017_02_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240109_13_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240109_23_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240109_33_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240115_12_anonym_audio	1	1
UJOP/CCE-B1_2024_05_21/B1ML_240115_26_anonym_audio	1	1
UJOP/CCE-B2_2024_09_23/B2ML_220511_05_anonym_audio	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230511_004_anonym_audio	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230511_014_anonym_audio	1	2
UJOP/CCE-B2_2024_09_23/B2ML_230512_008_anonym_audio	1	2
UJOP/CCE-C1_2024_09_23/C1ML_221214_01_anonym_audio	1	3
UJOP/sample-2023_04_21/07-npi-test-B1	1	1
