EXAM_ID	EXAM_PART_ID	MODEL_ID	LEVEL	TRUTH_RES	TRUTH_PERC	PRED_RES	PRED_PERC
A1ML_221219_03	A1ML_221219_03	all_data.whisper-small.epoch=05	A1	True	0.635023529411765	True	0.8611188616071429
A1ML_230414_07	A1ML_230414_07	all_data.whisper-small.epoch=05	A1	True	0.919147058823529	True	0.7982177734375
A1ML_231123_05	A1ML_231123_05	all_data.whisper-small.epoch=05	A1	True	0.536088235294118	True	0.7288890165441176
A1ML_231123_15	A1ML_231123_15	all_data.whisper-small.epoch=05	A1	True	0.741982352941177	True	0.743359375
A2ML_221205_04	A2ML_221205_04	all_data.whisper-small.epoch=05	A2	True	0.895652173913044	True	0.8425186820652174
A2ML_221205_09	A2ML_221205_09	all_data.whisper-small.epoch=05	A2	False	0.1	True	0.8210834703947368
A2ML_221205_14	A2ML_221205_14	all_data.whisper-small.epoch=05	A2	True	0.947826086956522	True	0.8543146306818182
A2ML_230724_19	A2ML_230724_19	all_data.whisper-small.epoch=05	A2	False	0.5071	False	0.6444918724798387
A2ML_230724_24	A2ML_230724_24	all_data.whisper-small.epoch=05	A2	True	0.717605263157895	True	0.7556895380434783
A2ML_230724_29	A2ML_230724_29	all_data.whisper-small.epoch=05	A2	False	0.2728	False	0.47103721217105265
A2ML_230911_34	A2ML_230911_34	all_data.whisper-small.epoch=05	A2	True	0.702147368421053	True	0.8148328993055556
A2ML_230911_41	A2ML_230911_41	all_data.whisper-small.epoch=05	A2	True	0.560131578947368	True	0.6743265787760416
A2ML_231215_48	A2ML_231215_48	all_data.whisper-small.epoch=05	A2	False	0.406015789473684	True	0.58980712890625
A2ML_231215_56	A2ML_231215_56	all_data.whisper-small.epoch=05	A2	False	0.315178947368421	False	0.4908383018092105
A2ML_231215_66	A2ML_231215_66	all_data.whisper-small.epoch=05	A2	True	0.658726315789474	True	0.8089599609375
A2ML_240221_73	A2ML_240221_73	all_data.whisper-small.epoch=05	A2	True	0.896615789473684	True	0.8315158420138888
PHA20241109001	PHA20241109001	all_data.whisper-small.epoch=05	A2_older	True	0.92	True	0.7025082236842105
PHA20241109012	PHA20241109012	all_data.whisper-small.epoch=05	A2_older	True	0.88	True	0.7157432154605263
PHA20241109023	PHA20241109023	all_data.whisper-small.epoch=05	A2_older	True	0.8	True	0.7490466889880952
PHA20241109035	PHA20241109035	all_data.whisper-small.epoch=05	A2_older	True	0.92	True	0.7679443359375
PHA20241109045	PHA20241109045	all_data.whisper-small.epoch=05	A2_older	True	0.88	True	0.7858189174107143
PHA20241109056	PHA20241109056	all_data.whisper-small.epoch=05	A2_older	True	0.8	True	0.647491455078125
PHA20241109066	PHA20241109066	all_data.whisper-small.epoch=05	A2_older	True	1.0	True	0.7309056332236842
