transcript_file	exam_id	exam_part_id	level	modelid	randseed	prediction	avg.ex1_criterion1_score	avg.ex1_criterion2_score	avg.ex1_lexgram_score	avg.ex1_phonol_score	avg.ex2_criterion1_score	avg.ex2_criterion2_score	avg.ex2_socling_score	avg.ex2_lexgram_score	avg.ex2_phonol_score	avg.ex3_criterion1_score	avg.ex3_criterion2_score	avg.total_score	avg.ex1_criterion1_perc	avg.ex1_criterion2_perc	avg.ex1_lexgram_perc	avg.ex1_phonol_perc	avg.ex2_criterion1_perc	avg.ex2_criterion2_perc	avg.ex2_socling_perc	avg.ex2_lexgram_perc	avg.ex2_phonol_perc	avg.ex3_criterion1_perc	avg.ex3_criterion2_perc	avg.total_perc	avg.etalon_perc	avg.etalon_score	avg.result	avg.ex1_selfdescr_score	avg.ex1_eventdescr_score	avg.ex2_imgdescr_score	avg.ex2_response_score	avg.ex3_questions_score	avg.ex3_lexgram_score	avg.total_interact_score	avg.total_cohesion_score	avg.total_phonol_score	avg.ex1_selfdescr_perc	avg.ex1_eventdescr_perc	avg.ex2_imgdescr_perc	avg.ex2_response_perc	avg.ex3_questions_perc	avg.ex3_lexgram_perc	avg.total_interact_perc	avg.total_cohesion_perc	avg.total_phonol_perc	avg.ex1_response_score	avg.ex1_lexical_score	avg.ex1_grammar_score	avg.ex2_questions_score	avg.ex2_lexical_score	avg.ex2_grammar_score	avg.total_phoninter_score	avg.ex1_response_perc	avg.ex1_lexical_perc	avg.ex1_grammar_perc	avg.ex2_questions_perc	avg.ex2_lexical_perc	avg.ex2_grammar_perc	avg.total_phoninter_perc	avg.ex1_imgdescr_score	avg.ex2_narrat_score	avg.ex3_commgoal_score	avg.ex3_interact_score	avg.ex3_lexical_score	avg.ex3_grammar_score	avg.ex1_imgdescr_perc	avg.ex2_narrat_perc	avg.ex3_commgoal_perc	avg.ex3_interact_perc	avg.ex3_lexical_perc	avg.ex3_grammar_perc	avg.ex1_criterion3_score	avg.ex1_organization_score	avg.ex1_ptn_score	avg.ex1_wordord_score	avg.ex1_lexical1_score	avg.ex1_lexical2_score	avg.ex2_criterion3_score	avg.ex2_organization_score	avg.ex2_ptn_score	avg.ex2_wordord_score	avg.ex2_lexical1_score	avg.ex2_lexical2_score	avg.total_phonol1_score	avg.total_phonol2_score	avg.ex1_criterion3_perc	avg.ex1_organization_perc	avg.ex1_ptn_perc	avg.ex1_wordord_perc	avg.ex1_lexical1_perc	avg.ex1_lexical2_perc	avg.ex2_criterion3_perc	avg.ex2_organization_perc	avg.ex2_ptn_perc	avg.ex2_wordord_perc	avg.ex2_lexical1_perc	avg.ex2_lexical2_perc	avg.total_phonol1_perc	avg.total_phonol2_perc
B1ML_230221_01_anonym_audio.simple.txt	B1ML_230221_01	B1ML_230221_01	B1	deepseek-r1-70b	42	True												6.0												0.24	0.22984	5.746	False				1.0					0.3333333333333333				0.5					0.3333333333333333	1.0	0.0	0.0		0.3333333333333333	0.0		0.5	0.0	0.0		0.1666666666666666	0.0		1.6666666666666667	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.8333333333333334	0.1666666666666666	0.5	0.1666666666666666	0.0	0.0																												
B1ML_230221_02_anonym_audio.simple.txt	B1ML_230221_02	B1ML_230221_02	B1	deepseek-r1-70b	42	True												14.333333333333334												0.5733333333333334	0.566332	14.1583	False				2.0					1.0				1.0					1.0	1.3333333333333333	1.3333333333333333	0.3333333333333333		1.0	0.0		0.6666666666666666	0.6666666666666666	0.1666666666666666		0.5	0.0		2.0	1.3333333333333333	1.3333333333333333	1.6666666666666667	1.0	0.0	1.0	0.6666666666666666	0.6666666666666666	0.8333333333333334	0.5	0.0																												
B1ML_230221_03_anonym_audio.simple.txt	B1ML_230221_03	B1ML_230221_03	B1	deepseek-r1-70b	42	True												15.0												0.6	0.611884	15.2971	False				1.3333333333333333					1.0				0.6666666666666666					1.0	1.3333333333333333	1.0	0.0		1.3333333333333333	1.0		0.6666666666666666	0.5	0.0		0.6666666666666666	0.5		1.0	1.6666666666666667	1.3333333333333333	2.0	1.0	1.0	0.5	0.8333333333333334	0.6666666666666666	1.0	0.5	0.5																												
B1ML_230221_04_anonym_audio.simple.txt	B1ML_230221_04	B1ML_230221_04	B1	deepseek-r1-70b	42	True												17.666666666666668												0.7066666666666667	0.716612	17.9153	True				2.0					1.0				1.0					1.0	2.0	1.0	1.0		1.0	0.6666666666666666		1.0	0.5	0.5		0.5	0.3333333333333333		2.0	1.0	2.0	2.0	1.6666666666666667	0.3333333333333333	1.0	0.5	1.0	1.0	0.8333333333333334	0.1666666666666666																												
B1ML_230221_05_anonym_audio.simple.txt	B1ML_230221_05	B1ML_230221_05	B1	deepseek-r1-70b	42	True												17.0												0.68	0.704912	17.6228	True				2.0					1.0				1.0					1.0	2.0	1.3333333333333333	0.3333333333333333		1.0	0.0		1.0	0.6666666666666666	0.1666666666666666		0.5	0.0		2.0	1.6666666666666667	1.6666666666666667	2.0	1.3333333333333333	0.6666666666666666	1.0	0.8333333333333334	0.8333333333333334	1.0	0.6666666666666666	0.3333333333333333																												
B1ML_230221_06_anonym_video.simple.txt	B1ML_230221_06	B1ML_230221_06	B1	deepseek-r1-70b	42	True												9.666666666666666												0.3866666666666666	0.394628	9.8657	False				1.0					0.6666666666666666				0.5					0.6666666666666666	1.3333333333333333	0.3333333333333333	0.0		0.6666666666666666	0.0		0.6666666666666666	0.1666666666666666	0.0		0.3333333333333333	0.0		2.0	0.6666666666666666	1.3333333333333333	1.3333333333333333	0.3333333333333333	0.0	1.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.1666666666666666	0.0																												
B1ML_230221_07_anonym_audio.simple.txt	B1ML_230221_07	B1ML_230221_07	B1	deepseek-r1-70b	42	True												12.333333333333334												0.4933333333333334	0.507832	12.6958	False				1.3333333333333333					1.0				0.6666666666666666					1.0	0.6666666666666666	1.3333333333333333	0.6666666666666666		1.0	1.0		0.3333333333333333	0.6666666666666666	0.3333333333333333		0.5	0.5		1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.5	0.5	0.5	0.3333333333333333	0.5	0.3333333333333333																												
B1ML_230221_08_anonym_audio.simple.txt	B1ML_230221_08	B1ML_230221_08	B1	deepseek-r1-70b	42	True												20.33333333333333												0.8133333333333335	0.821288	20.5322	True				2.0					0.6666666666666666				1.0					0.6666666666666666	2.0	2.0	1.0		2.0	1.0		1.0	1.0	0.5		1.0	0.5		2.0	1.3333333333333333	2.0	2.0	1.0	1.3333333333333333	1.0	0.6666666666666666	1.0	1.0	0.5	0.6666666666666666																												
B1ML_230221_09_anonym_audio.simple.txt	B1ML_230221_09	B1ML_230221_09	B1	deepseek-r1-70b	42	True												17.666666666666668												0.7066666666666667	0.731588	18.2897	True				2.0					1.0				1.0					1.0	2.0	1.0	0.0		1.3333333333333333	0.6666666666666666		1.0	0.5	0.0		0.6666666666666666	0.3333333333333333		1.6666666666666667	2.0	1.6666666666666667	2.0	1.3333333333333333	1.0	0.8333333333333334	1.0	0.8333333333333334	1.0	0.6666666666666666	0.5																												
B1ML_230221_10_anonym_audio.simple.txt	B1ML_230221_10	B1ML_230221_10	B1	deepseek-r1-70b	42	True												19.666666666666668												0.7866666666666667	0.79664	19.916	True				2.0					1.0				1.0					1.0	2.0	1.6666666666666667	1.0		1.0	1.0		1.0	0.8333333333333334	0.5		0.5	0.5		2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5																												
